pin,slack
test_0/u100/UPCMTX/t1_4_0_1[56]:A,
test_0/u100/UPCMTX/t1_4_0_1[56]:B,
test_0/u100/UPCMTX/t1_4_0_1[56]:C,
test_0/u100/UPCMTX/t1_4_0_1[56]:D,
test_0/u100/UPCMTX/t1_4_0_1[56]:Y,
test_0/u100/n_response_cnst_4_7_0__n_response_392_m_i_o2_i_a2_6[0]:A,6438
test_0/u100/n_response_cnst_4_7_0__n_response_392_m_i_o2_i_a2_6[0]:B,6412
test_0/u100/n_response_cnst_4_7_0__n_response_392_m_i_o2_i_a2_6[0]:C,6279
test_0/u100/n_response_cnst_4_7_0__n_response_392_m_i_o2_i_a2_6[0]:D,6195
test_0/u100/n_response_cnst_4_7_0__n_response_392_m_i_o2_i_a2_6[0]:Y,6195
test_0/u100/n_response_cnst_4_7_0__n_response_1_0_iv_RNO_0[6]:A,7497
test_0/u100/n_response_cnst_4_7_0__n_response_1_0_iv_RNO_0[6]:B,12258
test_0/u100/n_response_cnst_4_7_0__n_response_1_0_iv_RNO_0[6]:Y,7497
test_0/u100/i_ret_1:ADn,
test_0/u100/i_ret_1:ALn,
test_0/u100/i_ret_1:CLK,6579
test_0/u100/i_ret_1:D,9032
test_0/u100/i_ret_1:EN,
test_0/u100/i_ret_1:LAT,
test_0/u100/i_ret_1:Q,6579
test_0/u100/i_ret_1:SD,
test_0/u100/i_ret_1:SLn,
test_0/u100/UPCMTX/source_right_r12[11]:ADn,
test_0/u100/UPCMTX/source_right_r12[11]:ALn,
test_0/u100/UPCMTX/source_right_r12[11]:CLK,
test_0/u100/UPCMTX/source_right_r12[11]:D,
test_0/u100/UPCMTX/source_right_r12[11]:EN,
test_0/u100/UPCMTX/source_right_r12[11]:LAT,
test_0/u100/UPCMTX/source_right_r12[11]:Q,
test_0/u100/UPCMTX/source_right_r12[11]:SD,
test_0/u100/UPCMTX/source_right_r12[11]:SLn,
test_0/u100/UPCMTX/source_left_r4[5]:ADn,
test_0/u100/UPCMTX/source_left_r4[5]:ALn,
test_0/u100/UPCMTX/source_left_r4[5]:CLK,
test_0/u100/UPCMTX/source_left_r4[5]:D,
test_0/u100/UPCMTX/source_left_r4[5]:EN,
test_0/u100/UPCMTX/source_left_r4[5]:LAT,
test_0/u100/UPCMTX/source_left_r4[5]:Q,
test_0/u100/UPCMTX/source_left_r4[5]:SD,
test_0/u100/UPCMTX/source_left_r4[5]:SLn,
test_0/u100/UDSDTX/i_c1:A,10835
test_0/u100/UDSDTX/i_c1:B,10752
test_0/u100/UDSDTX/i_c1:Y,10752
test_0/u100/uctrl/pcm_left[21]:ADn,
test_0/u100/uctrl/pcm_left[21]:ALn,
test_0/u100/uctrl/pcm_left[21]:CLK,
test_0/u100/uctrl/pcm_left[21]:D,
test_0/u100/uctrl/pcm_left[21]:EN,
test_0/u100/uctrl/pcm_left[21]:LAT,
test_0/u100/uctrl/pcm_left[21]:Q,
test_0/u100/uctrl/pcm_left[21]:SD,
test_0/u100/uctrl/pcm_left[21]:SLn,
test_0/u100/UPCMTX/un1_source_right_r9_0_I_75:A,
test_0/u100/UPCMTX/un1_source_right_r9_0_I_75:B,
test_0/u100/UPCMTX/un1_source_right_r9_0_I_75:C,
test_0/u100/UPCMTX/un1_source_right_r9_0_I_75:D,
test_0/u100/UPCMTX/un1_source_right_r9_0_I_75:FCI,
test_0/u100/UPCMTX/un1_source_right_r9_0_I_75:FCO,
test_0/u100/UPCMTX/source_left_r18[4]:ADn,
test_0/u100/UPCMTX/source_left_r18[4]:ALn,
test_0/u100/UPCMTX/source_left_r18[4]:CLK,
test_0/u100/UPCMTX/source_left_r18[4]:D,
test_0/u100/UPCMTX/source_left_r18[4]:EN,
test_0/u100/UPCMTX/source_left_r18[4]:LAT,
test_0/u100/UPCMTX/source_left_r18[4]:Q,
test_0/u100/UPCMTX/source_left_r18[4]:SD,
test_0/u100/UPCMTX/source_left_r18[4]:SLn,
test_0/u100/UD100/UCRC0/CRC[2]:ADn,
test_0/u100/UD100/UCRC0/CRC[2]:ALn,14071
test_0/u100/UD100/UCRC0/CRC[2]:CLK,10794
test_0/u100/UD100/UCRC0/CRC[2]:D,14679
test_0/u100/UD100/UCRC0/CRC[2]:EN,14123
test_0/u100/UD100/UCRC0/CRC[2]:LAT,
test_0/u100/UD100/UCRC0/CRC[2]:Q,10794
test_0/u100/UD100/UCRC0/CRC[2]:SD,
test_0/u100/UD100/UCRC0/CRC[2]:SLn,
test_0/u100/uctrl/ufifo/n_HWDATA[25]:A,
test_0/u100/uctrl/ufifo/n_HWDATA[25]:B,
test_0/u100/uctrl/ufifo/n_HWDATA[25]:Y,
test_0/u100/USPDIF_TX/din[5]:ADn,
test_0/u100/USPDIF_TX/din[5]:ALn,
test_0/u100/USPDIF_TX/din[5]:CLK,
test_0/u100/USPDIF_TX/din[5]:D,
test_0/u100/USPDIF_TX/din[5]:EN,
test_0/u100/USPDIF_TX/din[5]:LAT,
test_0/u100/USPDIF_TX/din[5]:Q,
test_0/u100/USPDIF_TX/din[5]:SD,
test_0/u100/USPDIF_TX/din[5]:SLn,
test_0/u100/UPCMTX/un1_source_right_r23_0_I_87:A,
test_0/u100/UPCMTX/un1_source_right_r23_0_I_87:B,
test_0/u100/UPCMTX/un1_source_right_r23_0_I_87:C,
test_0/u100/UPCMTX/un1_source_right_r23_0_I_87:D,
test_0/u100/UPCMTX/un1_source_right_r23_0_I_87:FCI,
test_0/u100/UPCMTX/un1_source_right_r23_0_I_87:FCO,
test_0/u100/UPCMTX/un1_source_right_r21_0_I_33:A,
test_0/u100/UPCMTX/un1_source_right_r21_0_I_33:B,
test_0/u100/UPCMTX/un1_source_right_r21_0_I_33:C,
test_0/u100/UPCMTX/un1_source_right_r21_0_I_33:D,
test_0/u100/UPCMTX/un1_source_right_r21_0_I_33:FCI,
test_0/u100/UPCMTX/un1_source_right_r21_0_I_33:FCO,
test_0/u100/UDSDTX/t1_4[20]:A,
test_0/u100/UDSDTX/t1_4[20]:B,
test_0/u100/UDSDTX/t1_4[20]:C,10752
test_0/u100/UDSDTX/t1_4[20]:D,13400
test_0/u100/UDSDTX/t1_4[20]:Y,10752
test_0/u100/u_I2S_DSD_RX24Out/xodata_l_0_sqmuxa:A,
test_0/u100/u_I2S_DSD_RX24Out/xodata_l_0_sqmuxa:B,
test_0/u100/u_I2S_DSD_RX24Out/xodata_l_0_sqmuxa:C,
test_0/u100/u_I2S_DSD_RX24Out/xodata_l_0_sqmuxa:D,
test_0/u100/u_I2S_DSD_RX24Out/xodata_l_0_sqmuxa:Y,
test_0/u100/USPDIF_TX/parity:ADn,
test_0/u100/USPDIF_TX/parity:ALn,
test_0/u100/USPDIF_TX/parity:CLK,
test_0/u100/USPDIF_TX/parity:D,
test_0/u100/USPDIF_TX/parity:EN,
test_0/u100/USPDIF_TX/parity:LAT,
test_0/u100/USPDIF_TX/parity:Q,
test_0/u100/USPDIF_TX/parity:SD,
test_0/u100/USPDIF_TX/parity:SLn,
test_0/u100/u_sample/un1_jishi_1_0_a3_4:A,10471
test_0/u100/u_sample/un1_jishi_1_0_a3_4:B,10415
test_0/u100/u_sample/un1_jishi_1_0_a3_4:C,10327
test_0/u100/u_sample/un1_jishi_1_0_a3_4:D,10217
test_0/u100/u_sample/un1_jishi_1_0_a3_4:Y,10217
test_0/u100/state_ns_0_0_a4_1[3]:A,11485
test_0/u100/state_ns_0_0_a4_1[3]:B,11398
test_0/u100/state_ns_0_0_a4_1[3]:C,8803
test_0/u100/state_ns_0_0_a4_1[3]:D,11218
test_0/u100/state_ns_0_0_a4_1[3]:Y,8803
is_dsd_obuf/U0/U_IOPAD:D,
is_dsd_obuf/U0/U_IOPAD:E,
is_dsd_obuf/U0/U_IOPAD:PAD,
test_0/u100/cccr_func_sel[3]:ADn,
test_0/u100/cccr_func_sel[3]:ALn,
test_0/u100/cccr_func_sel[3]:CLK,11331
test_0/u100/cccr_func_sel[3]:D,13500
test_0/u100/cccr_func_sel[3]:EN,10662
test_0/u100/cccr_func_sel[3]:LAT,
test_0/u100/cccr_func_sel[3]:Q,11331
test_0/u100/cccr_func_sel[3]:SD,
test_0/u100/cccr_func_sel[3]:SLn,
test_0/u100/u_sample/source_left_l6[22]:ADn,
test_0/u100/u_sample/source_left_l6[22]:ALn,
test_0/u100/u_sample/source_left_l6[22]:CLK,
test_0/u100/u_sample/source_left_l6[22]:D,
test_0/u100/u_sample/source_left_l6[22]:EN,
test_0/u100/u_sample/source_left_l6[22]:LAT,
test_0/u100/u_sample/source_left_l6[22]:Q,
test_0/u100/u_sample/source_left_l6[22]:SD,
test_0/u100/u_sample/source_left_l6[22]:SLn,
test_0/u100/UPCMTX/un1_source_right_r2_0_I_45_FCINST1:CO,
test_0/u100/UPCMTX/un1_source_right_r2_0_I_45_FCINST1:FCI,
test_0/u100/UPCMTX/source_right_r22[29]:ADn,
test_0/u100/UPCMTX/source_right_r22[29]:ALn,
test_0/u100/UPCMTX/source_right_r22[29]:CLK,
test_0/u100/UPCMTX/source_right_r22[29]:D,
test_0/u100/UPCMTX/source_right_r22[29]:EN,
test_0/u100/UPCMTX/source_right_r22[29]:LAT,
test_0/u100/UPCMTX/source_right_r22[29]:Q,
test_0/u100/UPCMTX/source_right_r22[29]:SD,
test_0/u100/UPCMTX/source_right_r22[29]:SLn,
test_0/u100/UPCMTX/un1_source_left_r13_0_I_93:A,
test_0/u100/UPCMTX/un1_source_left_r13_0_I_93:B,
test_0/u100/UPCMTX/un1_source_left_r13_0_I_93:C,
test_0/u100/UPCMTX/un1_source_left_r13_0_I_93:D,
test_0/u100/UPCMTX/un1_source_left_r13_0_I_93:FCI,
test_0/u100/UPCMTX/un1_source_left_r13_0_I_93:FCO,
test_0/u100/UPCMTX/source_left_r6[9]:ADn,
test_0/u100/UPCMTX/source_left_r6[9]:ALn,
test_0/u100/UPCMTX/source_left_r6[9]:CLK,
test_0/u100/UPCMTX/source_left_r6[9]:D,
test_0/u100/UPCMTX/source_left_r6[9]:EN,
test_0/u100/UPCMTX/source_left_r6[9]:LAT,
test_0/u100/UPCMTX/source_left_r6[9]:Q,
test_0/u100/UPCMTX/source_left_r6[9]:SD,
test_0/u100/UPCMTX/source_left_r6[9]:SLn,
en49_obuf/U0/U_IOENFF:A,
en49_obuf/U0/U_IOENFF:Y,
test_0/u100/u_I2S_DSD_RX24Out/xsdata_l[2]:ADn,
test_0/u100/u_I2S_DSD_RX24Out/xsdata_l[2]:ALn,
test_0/u100/u_I2S_DSD_RX24Out/xsdata_l[2]:CLK,
test_0/u100/u_I2S_DSD_RX24Out/xsdata_l[2]:D,
test_0/u100/u_I2S_DSD_RX24Out/xsdata_l[2]:EN,
test_0/u100/u_I2S_DSD_RX24Out/xsdata_l[2]:LAT,
test_0/u100/u_I2S_DSD_RX24Out/xsdata_l[2]:Q,
test_0/u100/u_I2S_DSD_RX24Out/xsdata_l[2]:SD,
test_0/u100/u_I2S_DSD_RX24Out/xsdata_l[2]:SLn,
test_0/u100/UD100/n_bits_i_m2_1_i_m2[2]:A,11326
test_0/u100/UD100/n_bits_i_m2_1_i_m2[2]:B,11077
test_0/u100/UD100/n_bits_i_m2_1_i_m2[2]:C,10831
test_0/u100/UD100/n_bits_i_m2_1_i_m2[2]:D,9742
test_0/u100/UD100/n_bits_i_m2_1_i_m2[2]:Y,9742
u8_sb_0/CCC_0/CCC_INST/IP_INTERFACE_13:A,
u8_sb_0/CCC_0/CCC_INST/IP_INTERFACE_13:B,
u8_sb_0/CCC_0/CCC_INST/IP_INTERFACE_13:C,
u8_sb_0/CCC_0/CCC_INST/IP_INTERFACE_13:IPA,
u8_sb_0/CCC_0/CCC_INST/IP_INTERFACE_13:IPC,
test_0/u200/i_cry[1]:A,
test_0/u200/i_cry[1]:B,
test_0/u200/i_cry[1]:C,
test_0/u200/i_cry[1]:D,
test_0/u200/i_cry[1]:FCI,
test_0/u200/i_cry[1]:FCO,
test_0/u200/i_cry[1]:S,
test_0/u100/u_I2S_DSD_RX24Out/xsdata_r[4]:ADn,
test_0/u100/u_I2S_DSD_RX24Out/xsdata_r[4]:ALn,
test_0/u100/u_I2S_DSD_RX24Out/xsdata_r[4]:CLK,
test_0/u100/u_I2S_DSD_RX24Out/xsdata_r[4]:D,
test_0/u100/u_I2S_DSD_RX24Out/xsdata_r[4]:EN,
test_0/u100/u_I2S_DSD_RX24Out/xsdata_r[4]:LAT,
test_0/u100/u_I2S_DSD_RX24Out/xsdata_r[4]:Q,
test_0/u100/u_I2S_DSD_RX24Out/xsdata_r[4]:SD,
test_0/u100/u_I2S_DSD_RX24Out/xsdata_r[4]:SLn,
test_0/u100/UD100/state_ns_0_0[5]:A,13608
test_0/u100/UD100/state_ns_0_0[5]:B,13580
test_0/u100/UD100/state_ns_0_0[5]:C,10892
test_0/u100/UD100/state_ns_0_0[5]:D,13114
test_0/u100/UD100/state_ns_0_0[5]:Y,10892
test_0/u100/n_response_cnst_4_7_0__n_response_1_1_iv_0_0[22]:A,12677
test_0/u100/n_response_cnst_4_7_0__n_response_1_1_iv_0_0[22]:B,12579
test_0/u100/n_response_cnst_4_7_0__n_response_1_1_iv_0_0[22]:C,10951
test_0/u100/n_response_cnst_4_7_0__n_response_1_1_iv_0_0[22]:D,8386
test_0/u100/n_response_cnst_4_7_0__n_response_1_1_iv_0_0[22]:Y,8386
test_0/u100/uctrl/pcm_right[10]:ADn,
test_0/u100/uctrl/pcm_right[10]:ALn,
test_0/u100/uctrl/pcm_right[10]:CLK,
test_0/u100/uctrl/pcm_right[10]:D,
test_0/u100/uctrl/pcm_right[10]:EN,
test_0/u100/uctrl/pcm_right[10]:LAT,
test_0/u100/uctrl/pcm_right[10]:Q,
test_0/u100/uctrl/pcm_right[10]:SD,
test_0/u100/uctrl/pcm_right[10]:SLn,
test_0/u100/UPCMTX/source_left_r23[19]:ADn,
test_0/u100/UPCMTX/source_left_r23[19]:ALn,
test_0/u100/UPCMTX/source_left_r23[19]:CLK,
test_0/u100/UPCMTX/source_left_r23[19]:D,
test_0/u100/UPCMTX/source_left_r23[19]:EN,
test_0/u100/UPCMTX/source_left_r23[19]:LAT,
test_0/u100/UPCMTX/source_left_r23[19]:Q,
test_0/u100/UPCMTX/source_left_r23[19]:SD,
test_0/u100/UPCMTX/source_left_r23[19]:SLn,
test_0/u100/UPCMTX/source_left_r20[5]:ADn,
test_0/u100/UPCMTX/source_left_r20[5]:ALn,
test_0/u100/UPCMTX/source_left_r20[5]:CLK,
test_0/u100/UPCMTX/source_left_r20[5]:D,
test_0/u100/UPCMTX/source_left_r20[5]:EN,
test_0/u100/UPCMTX/source_left_r20[5]:LAT,
test_0/u100/UPCMTX/source_left_r20[5]:Q,
test_0/u100/UPCMTX/source_left_r20[5]:SD,
test_0/u100/UPCMTX/source_left_r20[5]:SLn,
test_0/u100/uctrl/pcm_right_RNO[9]:A,
test_0/u100/uctrl/pcm_right_RNO[9]:B,
test_0/u100/uctrl/pcm_right_RNO[9]:Y,
test_0/u100/UPCMTX/source_right_r27[4]:ADn,
test_0/u100/UPCMTX/source_right_r27[4]:ALn,
test_0/u100/UPCMTX/source_right_r27[4]:CLK,
test_0/u100/UPCMTX/source_right_r27[4]:D,
test_0/u100/UPCMTX/source_right_r27[4]:EN,
test_0/u100/UPCMTX/source_right_r27[4]:LAT,
test_0/u100/UPCMTX/source_right_r27[4]:Q,
test_0/u100/UPCMTX/source_right_r27[4]:SD,
test_0/u100/UPCMTX/source_right_r27[4]:SLn,
test_0/u100/UD100/odin[3]:ADn,
test_0/u100/UD100/odin[3]:ALn,
test_0/u100/UD100/odin[3]:CLK,13580
test_0/u100/UD100/odin[3]:D,13289
test_0/u100/UD100/odin[3]:EN,12970
test_0/u100/UD100/odin[3]:LAT,
test_0/u100/UD100/odin[3]:Q,13580
test_0/u100/UD100/odin[3]:SD,
test_0/u100/UD100/odin[3]:SLn,
test_0/u100/UD100/AX[4]:ADn,
test_0/u100/UD100/AX[4]:ALn,
test_0/u100/UD100/AX[4]:CLK,13678
test_0/u100/UD100/AX[4]:D,10786
test_0/u100/UD100/AX[4]:EN,11765
test_0/u100/UD100/AX[4]:LAT,
test_0/u100/UD100/AX[4]:Q,13678
test_0/u100/UD100/AX[4]:SD,
test_0/u100/UD100/AX[4]:SLn,
test_0/u100/UPCMTX/source_right_r18[21]:ADn,
test_0/u100/UPCMTX/source_right_r18[21]:ALn,
test_0/u100/UPCMTX/source_right_r18[21]:CLK,
test_0/u100/UPCMTX/source_right_r18[21]:D,
test_0/u100/UPCMTX/source_right_r18[21]:EN,
test_0/u100/UPCMTX/source_right_r18[21]:LAT,
test_0/u100/UPCMTX/source_right_r18[21]:Q,
test_0/u100/UPCMTX/source_right_r18[21]:SD,
test_0/u100/UPCMTX/source_right_r18[21]:SLn,
test_0/u100/UPCMTX/source_right_r26[8]:ADn,
test_0/u100/UPCMTX/source_right_r26[8]:ALn,
test_0/u100/UPCMTX/source_right_r26[8]:CLK,
test_0/u100/UPCMTX/source_right_r26[8]:D,
test_0/u100/UPCMTX/source_right_r26[8]:EN,
test_0/u100/UPCMTX/source_right_r26[8]:LAT,
test_0/u100/UPCMTX/source_right_r26[8]:Q,
test_0/u100/UPCMTX/source_right_r26[8]:SD,
test_0/u100/UPCMTX/source_right_r26[8]:SLn,
test_0/u100/u_sample/un1_source_left_l4_0_I_21:A,
test_0/u100/u_sample/un1_source_left_l4_0_I_21:B,
test_0/u100/u_sample/un1_source_left_l4_0_I_21:C,
test_0/u100/u_sample/un1_source_left_l4_0_I_21:D,
test_0/u100/u_sample/un1_source_left_l4_0_I_21:FCI,
test_0/u100/u_sample/un1_source_left_l4_0_I_21:FCO,
test_0/u100/u_sample/un1_dsdl_13:A,
test_0/u100/u_sample/un1_dsdl_13:B,
test_0/u100/u_sample/un1_dsdl_13:Y,
test_0/u100/UPCMTX/source_right_r19[19]:ADn,
test_0/u100/UPCMTX/source_right_r19[19]:ALn,
test_0/u100/UPCMTX/source_right_r19[19]:CLK,
test_0/u100/UPCMTX/source_right_r19[19]:D,
test_0/u100/UPCMTX/source_right_r19[19]:EN,
test_0/u100/UPCMTX/source_right_r19[19]:LAT,
test_0/u100/UPCMTX/source_right_r19[19]:Q,
test_0/u100/UPCMTX/source_right_r19[19]:SD,
test_0/u100/UPCMTX/source_right_r19[19]:SLn,
test_0/u100/state_ns_0_a3_i_i_a4_0_0[5]:A,12592
test_0/u100/state_ns_0_a3_i_i_a4_0_0[5]:B,12471
test_0/u100/state_ns_0_a3_i_i_a4_0_0[5]:C,12381
test_0/u100/state_ns_0_a3_i_i_a4_0_0[5]:Y,12381
test_0/u100/response[22]:ADn,
test_0/u100/response[22]:ALn,
test_0/u100/response[22]:CLK,12579
test_0/u100/response[22]:D,8106
test_0/u100/response[22]:EN,9412
test_0/u100/response[22]:LAT,
test_0/u100/response[22]:Q,12579
test_0/u100/response[22]:SD,
test_0/u100/response[22]:SLn,
test_0/u100/UPCMTX/source_left_r11[24]:ADn,
test_0/u100/UPCMTX/source_left_r11[24]:ALn,
test_0/u100/UPCMTX/source_left_r11[24]:CLK,
test_0/u100/UPCMTX/source_left_r11[24]:D,
test_0/u100/UPCMTX/source_left_r11[24]:EN,
test_0/u100/UPCMTX/source_left_r11[24]:LAT,
test_0/u100/UPCMTX/source_left_r11[24]:Q,
test_0/u100/UPCMTX/source_left_r11[24]:SD,
test_0/u100/UPCMTX/source_left_r11[24]:SLn,
test_0/u100/n_response_cnst_4_7_0__response_ret_1:ADn,
test_0/u100/n_response_cnst_4_7_0__response_ret_1:ALn,
test_0/u100/n_response_cnst_4_7_0__response_ret_1:CLK,8941
test_0/u100/n_response_cnst_4_7_0__response_ret_1:D,6615
test_0/u100/n_response_cnst_4_7_0__response_ret_1:EN,9412
test_0/u100/n_response_cnst_4_7_0__response_ret_1:LAT,
test_0/u100/n_response_cnst_4_7_0__response_ret_1:Q,8941
test_0/u100/n_response_cnst_4_7_0__response_ret_1:SD,
test_0/u100/n_response_cnst_4_7_0__response_ret_1:SLn,
test_0/u100/u_sample/source_left_r1[29]:ADn,
test_0/u100/u_sample/source_left_r1[29]:ALn,
test_0/u100/u_sample/source_left_r1[29]:CLK,
test_0/u100/u_sample/source_left_r1[29]:D,
test_0/u100/u_sample/source_left_r1[29]:EN,
test_0/u100/u_sample/source_left_r1[29]:LAT,
test_0/u100/u_sample/source_left_r1[29]:Q,
test_0/u100/u_sample/source_left_r1[29]:SD,
test_0/u100/u_sample/source_left_r1[29]:SLn,
test_0/u100/UPCMTX/U_FIFO_L/FIFO_0/genblk24_UI_ram_wrapper_1/L4_syncpipe/FIFO_FIFO_0_LSRAM_top_R0C0/FF_19:EN,
test_0/u100/UDSDTX/t1_4[17]:A,
test_0/u100/UDSDTX/t1_4[17]:B,
test_0/u100/UDSDTX/t1_4[17]:C,10752
test_0/u100/UDSDTX/t1_4[17]:D,13400
test_0/u100/UDSDTX/t1_4[17]:Y,10752
u8_sb_0/u8_sb_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_169:A,
u8_sb_0/u8_sb_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_169:B,
u8_sb_0/u8_sb_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_169:C,
u8_sb_0/u8_sb_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_169:IPA,
test_0/u100/UPCMTX/un1_source_right_r26_0_I_75:A,
test_0/u100/UPCMTX/un1_source_right_r26_0_I_75:B,
test_0/u100/UPCMTX/un1_source_right_r26_0_I_75:C,
test_0/u100/UPCMTX/un1_source_right_r26_0_I_75:D,
test_0/u100/UPCMTX/un1_source_right_r26_0_I_75:FCI,
test_0/u100/UPCMTX/un1_source_right_r26_0_I_75:FCO,
test_0/u100/UPCMTX/U_FIFO_L/FIFO_0/re_pulse:A,
test_0/u100/UPCMTX/U_FIFO_L/FIFO_0/re_pulse:B,
test_0/u100/UPCMTX/U_FIFO_L/FIFO_0/re_pulse:C,
test_0/u100/UPCMTX/U_FIFO_L/FIFO_0/re_pulse:D,
test_0/u100/UPCMTX/U_FIFO_L/FIFO_0/re_pulse:Y,
test_0/u100/UPCMTX/source_left_r1[18]:ADn,
test_0/u100/UPCMTX/source_left_r1[18]:ALn,
test_0/u100/UPCMTX/source_left_r1[18]:CLK,
test_0/u100/UPCMTX/source_left_r1[18]:D,
test_0/u100/UPCMTX/source_left_r1[18]:EN,
test_0/u100/UPCMTX/source_left_r1[18]:LAT,
test_0/u100/UPCMTX/source_left_r1[18]:Q,
test_0/u100/UPCMTX/source_left_r1[18]:SD,
test_0/u100/UPCMTX/source_left_r1[18]:SLn,
test_0/u100/UPCMTX/t1_4_0_1[61]:A,
test_0/u100/UPCMTX/t1_4_0_1[61]:B,
test_0/u100/UPCMTX/t1_4_0_1[61]:C,
test_0/u100/UPCMTX/t1_4_0_1[61]:D,
test_0/u100/UPCMTX/t1_4_0_1[61]:Y,
test_0/u100/uctrl/pcm_left_RNO[12]:A,
test_0/u100/uctrl/pcm_left_RNO[12]:B,
test_0/u100/uctrl/pcm_left_RNO[12]:C,
test_0/u100/uctrl/pcm_left_RNO[12]:Y,
test_0/u100/mdivpn[0]:ADn,
test_0/u100/mdivpn[0]:ALn,
test_0/u100/mdivpn[0]:CLK,
test_0/u100/mdivpn[0]:D,14617
test_0/u100/mdivpn[0]:EN,11956
test_0/u100/mdivpn[0]:LAT,
test_0/u100/mdivpn[0]:Q,
test_0/u100/mdivpn[0]:SD,
test_0/u100/mdivpn[0]:SLn,
test_0/u100/UPCMTX/source_right_r15[26]:ADn,
test_0/u100/UPCMTX/source_right_r15[26]:ALn,
test_0/u100/UPCMTX/source_right_r15[26]:CLK,
test_0/u100/UPCMTX/source_right_r15[26]:D,
test_0/u100/UPCMTX/source_right_r15[26]:EN,
test_0/u100/UPCMTX/source_right_r15[26]:LAT,
test_0/u100/UPCMTX/source_right_r15[26]:Q,
test_0/u100/UPCMTX/source_right_r15[26]:SD,
test_0/u100/UPCMTX/source_right_r15[26]:SLn,
test_0/u100/UPCMTX/source_left_r14[12]:ADn,
test_0/u100/UPCMTX/source_left_r14[12]:ALn,
test_0/u100/UPCMTX/source_left_r14[12]:CLK,
test_0/u100/UPCMTX/source_left_r14[12]:D,
test_0/u100/UPCMTX/source_left_r14[12]:EN,
test_0/u100/UPCMTX/source_left_r14[12]:LAT,
test_0/u100/UPCMTX/source_left_r14[12]:Q,
test_0/u100/UPCMTX/source_left_r14[12]:SD,
test_0/u100/UPCMTX/source_left_r14[12]:SLn,
test_0/u100/u_sample/source_left_l1[10]:ADn,
test_0/u100/u_sample/source_left_l1[10]:ALn,
test_0/u100/u_sample/source_left_l1[10]:CLK,
test_0/u100/u_sample/source_left_l1[10]:D,
test_0/u100/u_sample/source_left_l1[10]:EN,
test_0/u100/u_sample/source_left_l1[10]:LAT,
test_0/u100/u_sample/source_left_l1[10]:Q,
test_0/u100/u_sample/source_left_l1[10]:SD,
test_0/u100/u_sample/source_left_l1[10]:SLn,
test_0/u100/u_I2S_DSD_RX24Out/x2counter[3]:ADn,
test_0/u100/u_I2S_DSD_RX24Out/x2counter[3]:ALn,
test_0/u100/u_I2S_DSD_RX24Out/x2counter[3]:CLK,
test_0/u100/u_I2S_DSD_RX24Out/x2counter[3]:D,
test_0/u100/u_I2S_DSD_RX24Out/x2counter[3]:EN,
test_0/u100/u_I2S_DSD_RX24Out/x2counter[3]:LAT,
test_0/u100/u_I2S_DSD_RX24Out/x2counter[3]:Q,
test_0/u100/u_I2S_DSD_RX24Out/x2counter[3]:SD,
test_0/u100/u_I2S_DSD_RX24Out/x2counter[3]:SLn,
test_0/u100/un12_n_i_ac0_3:A,9032
test_0/u100/un12_n_i_ac0_3:B,11250
test_0/u100/un12_n_i_ac0_3:Y,9032
test_0/u100/sound_card_ctrl[2]:ADn,
test_0/u100/sound_card_ctrl[2]:ALn,
test_0/u100/sound_card_ctrl[2]:CLK,10197
test_0/u100/sound_card_ctrl[2]:D,13500
test_0/u100/sound_card_ctrl[2]:EN,10858
test_0/u100/sound_card_ctrl[2]:LAT,
test_0/u100/sound_card_ctrl[2]:Q,10197
test_0/u100/sound_card_ctrl[2]:SD,
test_0/u100/sound_card_ctrl[2]:SLn,
test_0/u100/n_response_0_sqmuxa_20_a0_0:A,6543
test_0/u100/n_response_0_sqmuxa_20_a0_0:B,6507
test_0/u100/n_response_0_sqmuxa_20_a0_0:Y,6507
test_0/u100/USPDIF_TX/data_out_buffer_14_0_iv_0[0]:A,
test_0/u100/USPDIF_TX/data_out_buffer_14_0_iv_0[0]:B,
test_0/u100/USPDIF_TX/data_out_buffer_14_0_iv_0[0]:C,
test_0/u100/USPDIF_TX/data_out_buffer_14_0_iv_0[0]:D,
test_0/u100/USPDIF_TX/data_out_buffer_14_0_iv_0[0]:Y,
test_0/u100/UPCMTX/U_FIFO_R/FIFO_0/genblk24_UI_ram_wrapper_1/L4_syncpipe/FIFO_FIFO_0_LSRAM_top_R0C0/FF_25:CLK,
test_0/u100/UPCMTX/U_FIFO_R/FIFO_0/genblk24_UI_ram_wrapper_1/L4_syncpipe/FIFO_FIFO_0_LSRAM_top_R0C0/FF_25:IPCLKn,
test_0/u100/UPCMTX/source_right_r14[9]:ADn,
test_0/u100/UPCMTX/source_right_r14[9]:ALn,
test_0/u100/UPCMTX/source_right_r14[9]:CLK,
test_0/u100/UPCMTX/source_right_r14[9]:D,
test_0/u100/UPCMTX/source_right_r14[9]:EN,
test_0/u100/UPCMTX/source_right_r14[9]:LAT,
test_0/u100/UPCMTX/source_right_r14[9]:Q,
test_0/u100/UPCMTX/source_right_r14[9]:SD,
test_0/u100/UPCMTX/source_right_r14[9]:SLn,
